date,grade,province,city,confirmedIncr,curedIncr,deadIncr,confirmedCut,curedCut,deadCut
4-15,city,湖北,荆门,,,,,,
4-15,city,湖北,鄂州,,,,,,
4-15,city,湖北,咸宁,,,,,,
4-15,city,湖北,十堰,,,,,,
4-15,city,湖北,仙桃,,,,,,
4-15,city,湖北,天门,,,,,,
4-15,city,湖北,恩施州,,,,,,
4-15,city,湖北,潜江,,,,,,
4-15,city,湖北,神农架,,,,,,
4-15,city,湖北,监狱系统,,,,,,
4-15,city,湖北,地区待确认,,,,,,
4-15,province,湖北,,0,33,0,,,
4-15,city,内蒙古,通辽,,,,,,
4-15,city,内蒙古,鄂尔多斯,,,,,,
4-15,city,内蒙古,包头,,,,,,
4-15,city,内蒙古,赤峰,,,,,,
4-15,city,内蒙古,巴彦淖尔,,,,,,
4-15,city,内蒙古,锡林郭勒,,,,,,
4-15,city,内蒙古,呼和浩特,,,,,,
4-15,city,内蒙古,呼伦贝尔,,,,,,
4-15,city,内蒙古,乌兰察布,,,,,,
4-15,city,内蒙古,兴安盟,,,,,,
4-15,city,内蒙古,乌海,,,,,,
4-15,city,内蒙古,地区待确认,,,,,,
4-15,city,内蒙古,境外输入,3,,,,,
4-15,province,内蒙古,,3,,,,,
4-15,city,陕西,西安,,,,,,
4-15,city,陕西,宝鸡,,,,,,
4-15,city,陕西,咸阳,,,,,,
4-15,city,陕西,铜川,,,,,,
4-15,city,陕西,渭南,,,,,,
4-15,city,陕西,延安,,,,,,
4-15,city,陕西,榆林,,,,,,
4-15,city,陕西,汉中,,,,,,
4-15,city,陕西,安康,,,,,,
4-15,city,陕西,商洛,,,,,,
4-15,city,陕西,地区待确认,,,,,,
4-15,city,陕西,境外输入,,,,,,
4-15,province,陕西,,,,,,,
4-15,city,河南,信阳,,,,,,
4-15,city,河南,南阳,,,,,,
4-15,city,河南,郑州,,,,,,
4-15,city,河南,驻马店,,,,,,
4-15,city,河南,商丘,,,,,,
4-15,city,河南,周口,,,,,,
4-15,city,河南,平顶山,,,,,,
4-15,city,河南,新乡,,,,,,
4-15,city,河南,安阳,,,,,,
4-15,city,河南,许昌,,,,,,
4-15,city,河南,漯河,,,,,,
4-15,city,河南,洛阳,,,,,,
4-15,city,河南,焦作,,,,,,
4-15,city,河南,开封,,,,,,
4-15,city,河南,鹤壁,,,,,,
4-15,city,河南,濮阳,,,,,,
4-15,city,河南,三门峡,,,,,,
4-15,city,河南,济源示范区,,,,,,
4-15,city,河南,地区待确认,,,,,,
4-15,city,河南,境外输入,,,,,,
4-15,province,河南,,,,,,,
4-16,city,浙江,杭州,,,,,,
4-16,city,浙江,宁波,,,,,,
4-16,city,浙江,温州,,,,,,
4-16,city,浙江,湖州,,,,,,
4-16,city,浙江,嘉兴,,,,,,
4-16,city,浙江,绍兴,,,,,,
4-16,city,浙江,金华,,,,,,
4-16,city,浙江,衢州,,,,,,
4-16,city,浙江,舟山,,,,,,
4-16,city,浙江,台州,,,,,,
4-16,city,浙江,丽水,,,,,,
4-16,city,浙江,省十里丰监狱,,,,,,
4-16,city,浙江,地区待确认,,,,,,
4-16,city,浙江,境外输入,,2,,,,
4-16,province,浙江,,,2,,,,
4-16,city,天津,宝坻区,,,,,,
4-16,city,天津,河东区,,,,,,
4-16,city,天津,河北区,,,,,,
4-16,city,天津,和平区,,,,,,
4-16,city,天津,河西区,,,,,,
4-16,city,天津,宁河区,,,,,,
4-16,city,天津,东丽区,,,,,,
4-16,city,天津,西青区,,,,,,
4-16,city,天津,南开区,,,,,,
4-16,city,天津,滨海新区,,,,,,
4-16,city,天津,红桥区,,,,,,
4-16,city,天津,津南区,,,,,,
4-16,city,天津,北辰区,,,,,,
4-16,city,天津,武清区,,,,,,
4-16,city,天津,外地来津,,,,,,
4-16,city,天津,境外输入,1,1,,,,
4-16,province,天津,,1,1,,,,
4-16,city,甘肃,兰州,,,,,,
4-16,city,甘肃,嘉峪关,,,,,,
4-16,city,甘肃,金昌,,,,,,
4-16,city,甘肃,白银,,,,,,
4-16,city,甘肃,天水,,,,,,
4-16,city,甘肃,武威,,,,,,
4-16,city,甘肃,张掖,,,,,,
4-16,city,甘肃,平凉,,,,,,
4-16,city,甘肃,酒泉,,,,,,
4-16,city,甘肃,庆阳,,,,,,
4-16,city,甘肃,定西,,,,,,
4-16,city,甘肃,陇南,,,,,,
4-16,city,甘肃,临夏,,,,,,
4-16,city,甘肃,甘南州,,,,,,
4-16,city,甘肃,地区待确认,,,,,,
4-16,city,甘肃,境外输入,,1,,,,
4-16,province,甘肃,,,1,,,,
4-16,city,山西,太原,,,,,,
4-16,city,山西,大同,,,,,,
4-16,city,山西,阳泉,,,,,,
4-16,city,山西,长治,,,,,,
4-16,city,山西,晋城,,,,,,
4-16,city,山西,朔州,,,,,,
4-16,city,山西,晋中,,,,,,
4-16,city,山西,运城,,,,,,
4-16,city,山西,忻州,,,,,,
4-16,city,山西,临汾,,,,,,
4-16,city,山西,吕梁,,,,,,
4-16,city,山西,地区待确认,,,,,,
4-16,city,山西,境外输入,3,,,,,
4-16,province,山西,,3,,,,,
4-16,city,河北,沧州,,,,,,
4-16,city,河北,唐山,,,,,,
4-16,city,河北,张家口,,,,,,
4-16,city,河北,保定,,,,,,
4-16,city,河北,邯郸,,,,,,
4-16,city,河北,廊坊,,,,,,
4-16,city,河北,石家庄,,,,,,
4-16,city,河北,邢台,,,,,,
4-16,city,河北,秦皇岛,,,,,,
4-16,city,河北,衡水,,,,,,
4-16,city,河北,承德,,,,,,
4-16,city,河北,地区待确认,,,,,,
4-16,city,河北,境外输入,,1,,,,
4-16,province,河北,,,1,,,,
4-16,city,河南,信阳,,,,,,
4-16,city,河南,南阳,,,,,,
4-16,city,河南,郑州,,,,,,
4-16,city,河南,驻马店,,,,,,
4-16,city,河南,商丘,,,,,,
4-16,city,河南,周口,,,,,,
4-16,city,河南,平顶山,,,,,,
4-16,city,河南,新乡,,,,,,
4-16,city,河南,安阳,,,,,,
4-16,city,河南,许昌,,,,,,
4-16,city,河南,漯河,,,,,,
4-16,city,河南,洛阳,,,,,,
4-16,city,河南,焦作,,,,,,
4-16,city,河南,开封,,,,,,
4-16,city,河南,鹤壁,,,,,,
4-16,city,河南,濮阳,,,,,,
4-16,city,河南,三门峡,,,,,,
4-16,city,河南,济源示范区,,,,,,
4-16,city,河南,地区待确认,,,,,,
4-16,city,河南,境外输入,,,,,,
4-16,province,河南,,,,,,,
4-16,city,上海,外地来沪,,,,,,
4-16,city,上海,徐汇,,,,,,
4-16,city,上海,浦东,,,,,,
4-16,city,上海,宝山,,,,,,
4-16,city,上海,闵行,,,,,,
4-16,city,上海,静安,,,,,,
4-16,city,上海,松江,,,,,,
4-16,city,上海,长宁,,,,,,
4-16,city,上海,普陀,,,,,,
4-16,city,上海,杨浦,,,,,,
4-16,city,上海,嘉定,,,,,,
4-16,city,上海,奉贤,,,,,,
4-16,city,上海,虹口,,,,,,
4-16,city,上海,黄浦,,,,,,
4-16,city,上海,青浦,,,,,,
4-16,city,上海,金山,,,,,,
4-16,city,上海,崇明,,,,,,
4-16,city,上海,地区待确认,,,,,,
4-16,city,上海,境外输入,,4,,,,
4-16,province,上海,,,4,,,,
4-16,city,山东,济南,,,,,,
4-16,city,山东,青岛,2,,,,,
4-16,city,山东,淄博,,,,,,
4-16,city,山东,枣庄,,,,,,
4-16,city,山东,东营,,,,,,
4-16,city,山东,烟台,,,,,,
4-16,city,山东,潍坊,,,,,,
4-16,city,山东,济宁,,,,,,
4-16,city,山东,泰安,,,,,,
4-16,city,山东,威海,,,,,,
4-16,city,山东,照,,,,,,
4-16,city,山东,临沂,,,,,,
4-16,city,山东,德州,,,,,,
4-16,city,山东,聊城,,,,,,
4-16,city,山东,滨州,,,,,,
4-16,city,山东,菏泽,,,,,,
4-16,city,山东,任城监狱,,,,,,
4-16,city,山东,外省输入,,,,,,
4-16,city,山东,地区待确认,,,,,,
4-16,city,山东,境外输入,1,,,,,
4-16,province,山东,,3,,,,,
4-16,city,黑龙江,哈尔滨,3,,,,,
4-16,city,黑龙江,齐齐哈尔,,,,,,
4-16,city,黑龙江,鸡西,,,,,,
4-16,city,黑龙江,鹤岗,,,,,,
4-16,city,黑龙江,双鸭山,,,,,,
4-16,city,黑龙江,大庆,,,,,,
4-16,city,黑龙江,伊春,,,,,,
4-16,city,黑龙江,佳木斯,,,,,,
4-16,city,黑龙江,七台河,,,,,,
4-16,city,黑龙江,牡丹江,,,,,,
4-16,city,黑龙江,黑河,,,,,,
4-16,city,黑龙江,绥化,,,,,,
4-16,city,黑龙江,大兴安岭,,,,,,
4-16,city,黑龙江,地区待确认,,,,,,
4-16,city,黑龙江,境外输入,8,,,,,
4-16,province,黑龙江,,11,,,,,
4-16,city,吉林,长春,,,,,,
4-16,city,吉林,吉林,,,,,,
4-16,city,吉林,四平,,,,,,
4-16,city,吉林,辽源,,,,,,
4-16,city,吉林,通化,,,,,,
4-16,city,吉林,白山,,,,,,
4-16,city,吉林,松原,,,,,,
4-16,city,吉林,白城,,,,,,
4-16,city,吉林,延边,,,,,,
4-16,city,吉林,地区待确认,,,,,,
4-16,city,吉林,境外输入,,1,,,,
4-16,province,吉林,,,1,,,,
4-16,city,江苏,南京,,,,,,
4-16,city,江苏,无锡,,,,,,
4-16,city,江苏,徐州,,,,,,
4-16,city,江苏,常州,,,,,,
4-16,city,江苏,苏州,,,,,,
4-16,city,江苏,南通,,,,,,
4-16,city,江苏,连云港,,,,,,
4-16,city,江苏,淮安,,,,,,
4-16,city,江苏,盐城,,,,,,
4-16,city,江苏,扬州,,,,,,
4-16,city,江苏,镇江,,,,,,
4-16,city,江苏,泰州,,,,,,
4-16,city,江苏,宿迁,,,,,,
4-16,city,江苏,地区待确认,,,,,,
4-16,city,江苏,境外输入,,1,,,,
4-16,province,江苏,,,1,,,,
4-16,city,内蒙古,通辽,,,,,,
4-16,city,内蒙古,鄂尔多斯,,,,,,
4-16,city,内蒙古,包头,,,,,,
4-16,city,内蒙古,赤峰,,,,,,
4-16,city,内蒙古,巴彦淖尔,,,,,,
4-16,city,内蒙古,锡林郭勒,,,,,,
4-16,city,内蒙古,呼和浩特,,,,,,
4-16,city,内蒙古,呼伦贝尔,,,,,,
4-16,city,内蒙古,乌兰察布,,,,,,
4-16,city,内蒙古,兴安盟,,,,,,
4-16,city,内蒙古,乌海,,,,,,
4-16,city,内蒙古,地区待确认,,,,,,
4-16,city,内蒙古,境外输入,,9,,,,
4-16,province,内蒙古,,,9,,,,
4-16,city,陕西,西安,,,,,,
4-16,city,陕西,宝鸡,,,,,,
4-16,city,陕西,咸阳,,,,,,
4-16,city,陕西,铜川,,,,,,
4-16,city,陕西,渭南,,,,,,
4-16,city,陕西,延安,,,,,,
4-16,city,陕西,榆林,,,,,,
4-16,city,陕西,汉中,,,,,,
4-16,city,陕西,安康,,,,,,
4-16,city,陕西,商洛,,,,,,
4-16,city,陕西,地区待确认,,,,,,
4-16,city,陕西,境外输入,,1,,,,
4-16,province,陕西,,,1,,,,
4-16,city,北京,东城,,,,,,
4-16,city,北京,西城,,,,,,
4-16,city,北京,朝阳,,,,,,
4-16,city,北京,丰台,,,,,,
4-16,city,北京,石景山,,,,,,
4-16,city,北京,海淀,,,,,,
4-16,city,北京,门头沟,,,,,,
4-16,city,北京,房山,,,,,,
4-16,city,北京,通州,,,,,,
4-16,city,北京,顺义,,,,,,
4-16,city,北京,昌平,,,,,,
4-16,city,北京,大兴,,,,,,
4-16,city,北京,怀柔,,,,,,
4-16,city,北京,平谷,,,,,,
4-16,city,北京,密云,,,,,,
4-16,city,北京,延庆,,,,,,
4-16,city,北京,外地来京,,,,,,
4-16,city,北京,境外输入,,,,,,
4-16,city,北京,地区待确认,,6,,,,
4-16,province,北京,,,6,,,,
4-16,city,辽宁,沈阳,,,,,,
4-16,city,辽宁,大连,,,,,,
4-16,city,辽宁,鞍山,,,,,,
4-16,city,辽宁,抚顺,1,,,,,
4-16,city,辽宁,本溪,,,,,,
4-16,city,辽宁,丹东,,,,,,
4-16,city,辽宁,锦州,,,,,,
4-16,city,辽宁,营口,,,,,,
4-16,city,辽宁,阜新,,,,,,
4-16,city,辽宁,辽阳,,,,,,
4-16,city,辽宁,盘锦,,,,,,
4-16,city,辽宁,铁岭,,,,,,
4-16,city,辽宁,朝阳市,,,,,,
4-16,city,辽宁,葫芦岛,,,,,,
4-16,city,辽宁,地区待确认,,,,,,
4-16,city,辽宁,境外输入,,2,,,,
4-16,province,辽宁,,1,2,,,,
4-16,city,福建,厦门,,,,,,
4-16,city,福建,漳州,,,,,,
4-16,city,福建,泉州,,,,,,
4-16,city,福建,南平,,,,,,
4-16,city,福建,福州,,,,,,
4-16,city,福建,莆田,,,,,,
4-16,city,福建,宁德,,,,,,
4-16,city,福建,三明,,,,,,
4-16,city,福建,龙岩,,,,,,
4-16,city,福建,境外输入,1,1,,,,
4-16,province,福建,,1,1,,,,
4-16,city,香港,香港,1,26,,,,
4-16,province,香港,,1,26,,,,
4-16,city,澳门,澳门,,,,,,
4-16,province,澳门,,,,,,,
4-16,country,,,26,52,,,,
4-16,city,台湾,台湾,,18,,,,
4-16,province,台湾,,,18,,,,
4-16,city,云南,昆明,,,,,,
4-16,city,云南,西双版纳州,,,,,,
4-16,city,云南,玉溪,,,,,,
4-16,city,云南,昭通,,,,,,
4-16,city,云南,曲靖,,,,,,
4-16,city,云南,大理,,,,,,
4-16,city,云南,保山,,,,,,
4-16,city,云南,丽江,,,,,,
4-16,city,云南,红河,,,,,,
4-16,city,云南,德宏州,,,,,,
4-16,city,云南,楚雄州,,,,,,
4-16,city,云南,普洱,,,,,,
4-16,city,云南,文山州,,,,,,
4-16,city,云南,临沧,,,,,,
4-16,city,云南,地区待确认,,,,,,
4-16,city,云南,境外输入,,1,,,,
4-16,province,云南,,,1,,,,
4-16,city,湖北,武汉,,17,,325,-965,1290
4-16,city,湖北,孝感,,,,,,
4-16,city,湖北,黄冈,,,,,,
4-16,city,湖北,随州,,,,,,
4-16,city,湖北,荆州,,,,,,
4-16,city,湖北,襄阳,,,,,,
4-16,city,湖北,黄石,,,,,,
4-16,city,湖北,宜昌,,,,,,
4-16,city,湖北,荆门,,,,,,
4-16,city,湖北,鄂州,,,,,,
4-16,city,湖北,咸宁,,,,,,
4-16,city,湖北,十堰,,,,,,
4-16,city,湖北,仙桃,,,,,,
4-16,city,湖北,天门,,,,,,
4-16,city,湖北,恩施州,,,,,,
4-16,city,湖北,潜江,,,,,,
4-16,city,湖北,神农架,,,,,,
4-16,city,湖北,监狱系统,,,,,,
4-16,city,湖北,地区待确认,,,,,,
4-16,province,湖北,,0,17,0,325,-965,1290
4-16,city,广东,深圳,1,,,,,
4-16,city,广东,广州,4,,,,,
4-16,city,广东,珠海,,,,,,
4-16,city,广东,佛山,,,,,,
4-16,city,广东,东莞,,,,,,
4-16,city,广东,中山,,,,,,
4-16,city,广东,惠州,,,,,,
4-16,city,广东,汕头,,,,,,
4-16,city,广东,江门,,,,,,
4-16,city,广东,湛江,,,,,,
4-16,city,广东,肇庆,,,,,,
4-16,city,广东,梅州,,,,,,
4-16,city,广东,阳江,,,,,,
4-16,city,广东,茂名,,,,,,
4-16,city,广东,清远,,,,,,
4-16,city,广东,韶关,,,,,,
4-16,city,广东,揭阳,,,,,,
4-16,city,广东,汕尾,,,,,,
4-16,city,广东,潮州,,,,,,
4-16,city,广东,河源,,,,,,
4-16,city,广东,境外输入,1,,,,,
4-16,city,广东,地区待确认,,4,,,,
4-16,province,广东,,6,4,,,,
4-17,city,河北,沧州,,,,,,
4-17,city,河北,唐山,,,,,,
4-17,city,河北,张家口,,,,,,
4-17,city,河北,保定,,,,,,
4-17,city,河北,邯郸,,,,,,
4-17,city,河北,廊坊,,,,,,
4-17,city,河北,石家庄,,,,,,
4-17,city,河北,邢台,,,,,,
4-17,city,河北,秦皇岛,,,,,,
4-17,city,河北,衡水,,,,,,
4-17,city,河北,承德,,,,,,
4-17,city,河北,地区待确认,,,,,,
4-17,city,河北,境外输入,,,,,,
4-17,province,河北,,,,,,,
4-17,city,河南,信阳,,,,,,
4-17,city,河南,南阳,,,,,,
4-17,city,河南,郑州,,,,,,
4-17,city,河南,驻马店,,,,,,
4-17,city,河南,商丘,,,,,,
4-17,city,河南,周口,,,,,,
4-17,city,河南,平顶山,,,,,,
4-17,city,河南,新乡,,,,,,
4-17,city,河南,安阳,,,,,,
4-17,city,河南,许昌,,,,,,
4-17,city,河南,漯河,,,,,,
4-17,city,河南,洛阳,,,,,,
4-17,city,河南,焦作,,,,,,
4-17,city,河南,开封,,,,,,
4-17,city,河南,鹤壁,,,,,,
4-17,city,河南,濮阳,,,,,,
4-17,city,河南,三门峡,,,,,,
4-17,city,河南,济源示范区,,,,,,
4-17,city,河南,地区待确认,,,,,,
4-17,city,河南,境外输入,,,,,,
4-17,province,河南,,,,,,,
4-17,city,陕西,西安,,,,,,
4-17,city,陕西,宝鸡,,,,,,
4-17,city,陕西,咸阳,,,,,,
4-17,city,陕西,铜川,,,,,,
4-17,city,陕西,渭南,,,,,,
4-17,city,陕西,延安,,,,,,
4-17,city,陕西,榆林,,,,,,
4-17,city,陕西,汉中,,,,,,
4-17,city,陕西,安康,,,,,,
4-17,city,陕西,商洛,,,,,,
4-17,city,陕西,地区待确认,,,,,,
4-17,city,陕西,境外输入,,,,,,
4-17,province,陕西,,,,,,,
4-17,city,内蒙古,通辽,,,,,,
4-17,city,内蒙古,鄂尔多斯,,,,,,
4-17,city,内蒙古,包头,,,,,,
4-17,city,内蒙古,赤峰,,,,,,
4-17,city,内蒙古,巴彦淖尔,,,,,,
4-17,city,内蒙古,锡林郭勒,,,,,,
4-17,city,内蒙古,呼和浩特,,,,,,
4-17,city,内蒙古,呼伦贝尔,,,,,,
4-17,city,内蒙古,乌兰察布,,,,,,
4-17,city,内蒙古,兴安盟,,,,,,
4-17,city,内蒙古,乌海,,,,,,
4-17,city,内蒙古,地区待确认,,,,,,
4-17,city,内蒙古,境外输入,,1,,,,
4-17,province,内蒙古,,,1,,,,
4-17,city,山西,太原,,,,,,
4-17,city,山西,大同,,,,,,
4-17,city,山西,阳泉,,,,,,
4-17,city,山西,长治,,,,,,
4-17,city,山西,晋城,,,,,,
4-17,city,山西,朔州,,,,,,
4-17,city,山西,晋中,,,,,,
4-17,city,山西,运城,,,,,,
4-17,city,山西,忻州,,,,,,
4-17,city,山西,临汾,,,,,,
4-17,city,山西,吕梁,,,,,,
4-17,city,山西,地区待确认,,,,,,
4-17,city,山西,境外输入,,,,,,
4-17,province,山西,,,,,,,
4-17,city,甘肃,兰州,,,,,,
4-17,city,甘肃,嘉峪关,,,,,,
4-17,city,甘肃,金昌,,,,,,
4-17,city,甘肃,白银,,,,,,
4-17,city,甘肃,天水,,,,,,
4-17,city,甘肃,武威,,,,,,
4-17,city,甘肃,张掖,,,,,,
4-17,city,甘肃,平凉,,,,,,
4-17,city,甘肃,酒泉,,,,,,
4-17,city,甘肃,庆阳,,,,,,
4-17,city,甘肃,定西,,,,,,
4-17,city,甘肃,陇南,,,,,,
4-17,city,甘肃,临夏,,,,,,
4-17,city,甘肃,甘南州,,,,,,
4-17,city,甘肃,地区待确认,,,,,,
4-17,city,甘肃,境外输入,,,,,,
4-17,province,甘肃,,,,,,,
4-17,city,浙江,杭州,,,,,,
4-17,city,浙江,宁波,,,,,,
4-17,city,浙江,温州,,,,,,
4-17,city,浙江,湖州,,,,,,
4-17,city,浙江,嘉兴,,,,,,
4-17,city,浙江,绍兴,,,,,,
4-17,city,浙江,金华,,,,,,
4-17,city,浙江,衢州,,,,,,
4-17,city,浙江,舟山,,,,,,
4-17,city,浙江,台州,,,,,,
4-17,city,浙江,丽水,,,,,,
4-17,city,浙江,省十里丰监狱,,,,,,
4-17,city,浙江,地区待确认,,,,,,
4-17,city,浙江,境外输入,,,,,,
4-17,province,浙江,,,,,,,
4-17,city,山东,济南,,,,,,
4-17,city,山东,青岛,,,,,,
4-17,city,山东,淄博,,,,,,
4-17,city,山东,枣庄,,,,,,
4-17,city,山东,东营,,,,,,
4-17,city,山东,烟台,,,,,,
4-17,city,山东,潍坊,,,,,,
4-17,city,山东,济宁,,,,,,
4-17,city,山东,泰安,,,,,,
4-17,city,山东,威海,,,,,,
4-17,city,山东,照,,,,,,
4-17,city,山东,临沂,,,,,,
4-17,city,山东,德州,,,,,,
4-17,city,山东,聊城,,,,,,
4-17,city,山东,滨州,,,,,,
4-17,city,山东,菏泽,,,,,,
4-17,city,山东,任城监狱,,,,,,
4-17,city,山东,外省输入,,,,,,
4-17,city,山东,地区待确认,,,,,,
4-17,city,山东,境外输入,,4,,,,
4-17,province,山东,,,4,,,,
4-17,city,天津,宝坻区,,,,,,
4-17,city,天津,河东区,,,,,,
4-17,city,天津,河北区,,,,,,
4-17,city,天津,和平区,,,,,,
4-17,city,天津,河西区,,,,,,
4-17,city,天津,宁河区,,,,,,
4-17,city,天津,东丽区,,,,,,
4-17,city,天津,西青区,,,,,,
4-17,city,天津,南开区,,,,,,
4-17,city,天津,滨海新区,,,,,,
4-17,city,天津,红桥区,,,,,,
4-17,city,天津,津南区,,,,,,
4-17,city,天津,北辰区,,,,,,
4-17,city,天津,武清区,,,,,,
4-17,city,天津,外地来津,,,,,,
4-17,city,天津,境外输入,3,1,,,,
4-17,province,天津,,3,1,,,,
4-17,city,北京,东城,,,,,,
4-17,city,北京,西城,,,,,,
4-17,city,北京,朝阳,,,,,,
4-17,city,北京,丰台,,,,,,
4-17,city,北京,石景山,,,,,,
4-17,city,北京,海淀,,,,,,
4-17,city,北京,门头沟,,,,,,
4-17,city,北京,房山,,,,,,
4-17,city,北京,通州,,,,,,
4-17,city,北京,顺义,,,,,,
4-17,city,北京,昌平,,,,,,
4-17,city,北京,大兴,,,,,,
4-17,city,北京,怀柔,,,,,,
4-17,city,北京,平谷,,,,,,
4-17,city,北京,密云,,,,,,
4-17,city,北京,延庆,,,,,,
4-17,city,北京,外地来京,,,,,,
4-17,city,北京,境外输入,,,,,,
4-17,city,北京,地区待确认,,,,,,
4-17,province,北京,,,,,,,
4-17,city,吉林,长春,,,,,,
4-17,city,吉林,吉林,,,,,,
4-17,city,吉林,四平,,,,,,
4-17,city,吉林,辽源,,,,,,
4-17,city,吉林,通化,,,,,,
4-17,city,吉林,白山,,,,,,
4-17,city,吉林,松原,,,,,,
4-17,city,吉林,白城,,,,,,
4-17,city,吉林,延边,,,,,,
4-17,city,吉林,地区待确认,,,,,,
4-17,city,吉林,境外输入,,,,,,
4-17,province,吉林,,,,,,,
4-17,city,黑龙江,哈尔滨,7,1,,,,
4-17,city,黑龙江,齐齐哈尔,,,,,,
4-17,city,黑龙江,鸡西,,,,,,
4-17,city,黑龙江,鹤岗,,,,,,
4-17,city,黑龙江,双鸭山,,,,,,
4-17,city,黑龙江,大庆,,,,,,
4-17,city,黑龙江,伊春,,,,,,
4-17,city,黑龙江,佳木斯,,,,,,
4-17,city,黑龙江,七台河,,,,,,
4-17,city,黑龙江,牡丹江,,,,,,
4-17,city,黑龙江,黑河,,,,,,
4-17,city,黑龙江,绥化,,,,,,
4-17,city,黑龙江,大兴安岭,,,,,,
4-17,city,黑龙江,地区待确认,,,,,,
4-17,city,黑龙江,境外输入,13,,,,,
4-17,province,黑龙江,,20,1,,,,
4-17,city,辽宁,沈阳,,,,,,
4-17,city,辽宁,大连,,,,,,
4-17,city,辽宁,鞍山,,,,,,
4-17,city,辽宁,抚顺,,,,,,
4-17,city,辽宁,本溪,,,,,,
4-17,city,辽宁,丹东,,,,,,
4-17,city,辽宁,锦州,,,,,,
4-17,city,辽宁,营口,,,,,,
4-17,city,辽宁,阜新,,,,,,
4-17,city,辽宁,辽阳,,,,,,
4-17,city,辽宁,盘锦,,,,,,
4-17,city,辽宁,铁岭,,,,,,
4-17,city,辽宁,朝阳市,,,,,,
4-17,city,辽宁,葫芦岛,,,,,,
4-17,city,辽宁,地区待确认,,,,,,
4-17,city,辽宁,境外输入,,2,,,,
4-17,province,辽宁,,,2,,,,
4-17,city,四川,成都,1,,,,,
4-17,city,四川,自贡,,,,,,
4-17,city,四川,攀枝花,,,,,,
4-17,city,四川,泸州,,,,,,
4-17,city,四川,德阳,,,,,,
4-17,city,四川,绵阳,,,,,,
4-17,city,四川,广元,,,,,,
4-17,city,四川,遂宁,,,,,,
4-17,city,四川,内江,,,,,,
4-17,city,四川,乐山,,,,,,
4-17,city,四川,南充,,,,,,
4-17,city,四川,宜宾,,,,,,
4-17,city,四川,广安,,,,,,
4-17,city,四川,达州,,,,,,
4-17,city,四川,巴中,,,,,,
4-17,city,四川,雅安,,,,,,
4-17,city,四川,眉山,,,,,,
4-17,city,四川,资阳,,,,,,
4-17,city,四川,阿坝,,,,,,
4-17,city,四川,甘孜,,,,,,
4-17,city,四川,凉山,,,,,,
4-17,city,四川,境外输入,,1,,,,
4-17,city,四川,地区待确认,,,,,,
4-17,province,四川,,1,1,,,,
4-17,city,江苏,南京,,,,,,
4-17,city,江苏,无锡,,,,,,
4-17,city,江苏,徐州,,,,,,
4-17,city,江苏,常州,,,,,,
4-17,city,江苏,苏州,,,,,,
4-17,city,江苏,南通,,,,,,
4-17,city,江苏,连云港,,,,,,
4-17,city,江苏,淮安,,,,,,
4-17,city,江苏,盐城,,,,,,
4-17,city,江苏,扬州,,,,,,
4-17,city,江苏,镇江,,,,,,
4-17,city,江苏,泰州,,,,,,
4-17,city,江苏,宿迁,,,,,,
4-17,city,江苏,地区待确认,,,,,,
4-17,city,江苏,境外输入,,,,,,
4-17,province,江苏,,,,,,,
4-17,city,澳门,澳门,,1,,,,
4-17,province,澳门,,,1,,,,
4-17,country,,,27,50,,,,
4-17,city,台湾,台湾,,11,,,,
4-17,province,台湾,,,11,,,,
4-17,city,湖南,长沙,,,,,,
4-17,city,湖南,株洲,,,,,,
4-17,city,湖南,湘潭,,,,,,
4-17,city,湖南,衡阳,,,,,,
4-17,city,湖南,邵阳,,,,,,
4-17,city,湖南,岳阳,,,,,,
4-17,city,湖南,常德,,,,,,
4-17,city,湖南,张家界,,,,,,
4-17,city,湖南,益阳,,,,,,
4-17,city,湖南,郴州,,,,,,
4-17,city,湖南,永州,,,,,,
4-17,city,湖南,怀化,,,,,,
4-17,city,湖南,娄底,,,,,,
4-17,city,湖南,湘西自治州,,,,,,
4-17,city,湖南,境外输入,,1,,,,
4-17,province,湖南,,,1,,,,
4-17,city,广东,深圳,1,,,,,
4-17,city,广东,广州,,,,,,
4-17,city,广东,珠海,,,,,,
4-17,city,广东,佛山,,,,,,
4-17,city,广东,东莞,,,,,,
4-17,city,广东,中山,1,,,,,
4-17,city,广东,惠州,,,,,,
4-17,city,广东,汕头,,,,,,
4-17,city,广东,江门,,,,,,
4-17,city,广东,湛江,,,,,,
4-17,city,广东,肇庆,,,,,,
4-17,city,广东,梅州,,,,,,
4-17,city,广东,阳江,,,,,,
4-17,city,广东,茂名,,,,,,
4-17,city,广东,清远,,,,,,
4-17,city,广东,韶关,,,,,,
4-17,city,广东,揭阳,,,,,,
4-17,city,广东,汕尾,,,,,,
4-17,city,广东,潮州,,,,,,
4-17,city,广东,河源,,,,,,
4-17,city,广东,境外输入,,,,,,
4-17,city,广东,地区待确认,,7,,,,
4-17,province,广东,,2,7,,,,
4-17,city,香港,香港,4,47,,,,
4-17,province,香港,,4,47,,,,
4-17,city,福建,厦门,,,,,,
4-17,city,福建,漳州,,,,,,
4-17,city,福建,泉州,,,,,,
4-17,city,福建,南平,,,,,,
4-17,city,福建,福州,,,,,,
4-17,city,福建,莆田,,,,,,
4-17,city,福建,宁德,,,,,,
4-17,city,福建,三明,,,,,,
4-17,city,福建,龙岩,,,,,,
4-17,city,福建,境外输入,1,2,,,,
