date,grade,province,city,confirmedIncr,curedIncr,deadIncr,confirmedCut,curedCut,deadCut
3-13,city,广东,惠州,,,,,,
3-13,city,广东,汕头,,,,,,
3-13,city,广东,江门,,,,,,
3-13,city,广东,湛江,,,,,,
3-13,city,广东,肇庆,,,,,,
3-13,city,广东,梅州,,,,,,
3-13,city,广东,阳江,,,,,,
3-13,city,广东,茂名,,,,,,
3-13,city,广东,清远,,,,,,
3-13,city,广东,韶关,,,,,,
3-13,city,广东,揭阳,,,,,,
3-13,city,广东,汕尾,,,,,,
3-13,city,广东,潮州,,,,,,
3-13,city,广东,河源,,,,,,
3-13,city,广东,境外输入,,,,,,
3-13,city,广东,境外输入,,,,,,
3-13,city,广东,境外输入,,,,,,
3-13,city,广东,地区待确认,,2,,,,
3-13,city,广东,地区待确认,,,,,,
3-13,province,广东,,,3,,,,
3-13,city,四川,成都,,6,,,,
3-13,city,四川,自贡,,,,,,
3-13,city,四川,攀枝花,,,,,,
3-13,city,四川,泸州,,,,,,
3-13,city,四川,德阳,,,,,,
3-13,city,四川,绵阳,,2,,,,
3-13,city,四川,广元,,,,,,
3-13,city,四川,遂宁,,,,,,
3-13,city,四川,内江,,,,,,
3-13,city,四川,乐山,,,,,,
3-13,city,四川,南充,,,,,,
3-13,city,四川,宜宾,,,,,,
3-13,city,四川,广安,,1,,,,
3-13,city,四川,达州,,1,,,,
3-13,city,四川,巴中,,,,,,
3-13,city,四川,雅安,,,,,,
3-13,city,四川,眉山,,,,,,
3-13,city,四川,资阳,,,,,,
3-13,city,四川,阿坝,,,,,,
3-13,city,四川,甘孜,,,,,,
3-13,city,四川,凉山,,,,,,
3-13,province,四川,,,10,,,,
3-13,city,北京,东城,,,,,,
3-13,city,北京,西城,,,,,,
3-13,city,北京,朝阳,,,,,,
3-13,city,北京,丰台,,,,,,
3-13,city,北京,石景山,,,,,,
3-13,city,北京,海淀,,,,,,
3-13,city,北京,门头沟,,,,,,
3-13,city,北京,房山,,,,,,
3-13,city,北京,通州,,,,,,
3-13,city,北京,顺义,,,,,,
3-13,city,北京,昌平,,,,,,
3-13,city,北京,大兴,,,,,,
3-13,city,北京,怀柔,,,,,,
3-13,city,北京,平谷,,,,,,
3-13,city,北京,密云,,,,,,
3-13,city,北京,延庆,,,,,,
3-13,city,北京,外地来京,,,,,,
3-13,city,北京,境外输入,1,,,,,
3-13,city,北京,地区待确认,,7,,,,
3-13,province,北京,,1,7,,,,
3-13,city,重庆,万州区,,,,,,
3-13,city,重庆,黔江区,,,,,,
3-13,city,重庆,涪陵区,,,,,,
3-13,city,重庆,渝中区,,,,,,
3-13,city,重庆,大渡口区,,,,,,
3-13,city,重庆,江北区,,,,,,
3-13,city,重庆,沙坪坝区,,,,,,
3-13,city,重庆,九龙坡区,,,,,,
3-13,city,重庆,南岸区,,,,,,
3-13,city,重庆,北碚区,,,,,,
3-13,city,重庆,渝北区,,,,,,
3-13,city,重庆,巴南区,,,,,,
3-13,city,重庆,长寿区,,2,,,,
3-13,city,重庆,江津区,,,,,,
3-13,city,重庆,合川区,,,,,,
3-13,city,重庆,永川区,,,,,,
3-13,city,重庆,南川区,,,,,,
3-13,city,重庆,綦江区,,,,,,
3-13,city,重庆,大足区,,,,,,
3-13,city,重庆,璧山区,,,,,,
3-13,city,重庆,铜梁区,,,,,,
3-13,city,重庆,潼南区,,,,,,
3-13,city,重庆,荣昌区,,,,,,
3-13,city,重庆,开州区,,,,,,
3-13,city,重庆,梁平区,,,,,,
3-13,city,重庆,武隆区,,,,,,
3-13,city,重庆,城口县,,,,,,
3-13,city,重庆,丰都县,,,,,,
3-13,city,重庆,垫江县,,,,,,
3-13,city,重庆,忠县,,,,,,
3-13,city,重庆,云阳县,,,,,,
3-13,city,重庆,奉节县,,,,,,
3-13,city,重庆,巫山县,,,,,,
3-13,city,重庆,巫溪县,,,,,,
3-13,city,重庆,石柱县,,,,,,
3-13,city,重庆,秀山县,,,,,,
3-13,city,重庆,酉阳县,,,,,,
3-13,city,重庆,彭水县,,,,,,
3-13,city,重庆,两江新区,,,,,,
3-13,city,重庆,高新区,,,,,,
3-13,city,重庆,万盛经开区,,,,,,
3-13,province,重庆,,,2,,,,
3-13,city,内蒙古,通辽,,,,,,
3-13,city,内蒙古,鄂尔多斯,,,,,,
3-13,city,内蒙古,包头,,,,,,
3-13,city,内蒙古,赤峰,,,,,,
3-13,city,内蒙古,巴彦淖尔,,,,,,
3-13,city,内蒙古,锡林郭勒,,,,,,
3-13,city,内蒙古,呼和浩特,,,,,,
3-13,city,内蒙古,呼伦贝尔,,,,,,
3-13,city,内蒙古,乌兰察布,,,,,,
3-13,city,内蒙古,兴安盟,,,,,,
3-13,city,内蒙古,乌海,,,,,,
3-13,province,内蒙古,,,,,,,
3-13,city,陕西,西安,,,,,,
3-13,city,陕西,宝鸡,,,,,,
3-13,city,陕西,咸阳,,,,,,
3-13,city,陕西,铜川,,,,,,
3-13,city,陕西,渭南,,,,,,
3-13,city,陕西,延安,,,,,,
3-13,city,陕西,榆林,,,,,,
3-13,city,陕西,汉中,,,,,,
3-13,city,陕西,安康,,,,,,
3-13,city,陕西,商洛,,,,,,
3-13,city,陕西,地区待确认,,,,,,
3-13,province,陕西,,,,,,,
3-13,city,西藏,拉萨,,,,,,
3-13,province,西藏,,,,,,,
3-13,city,黑龙江,哈尔滨,,,,,,
3-13,city,黑龙江,齐齐哈尔,,,,,,
3-13,city,黑龙江,鸡西,,,,,,
3-13,city,黑龙江,鹤岗,,,,,,
3-13,city,黑龙江,双鸭山,,,,,,
3-13,city,黑龙江,大庆,,,,,,
3-13,city,黑龙江,伊春,,,,,,
3-13,city,黑龙江,佳木斯,,,,,,
3-13,city,黑龙江,七台河,,,,,,
3-13,city,黑龙江,牡丹江,,1,,,,
3-13,city,黑龙江,黑河,,,,,,
3-13,city,黑龙江,绥化,,,,,,
3-13,city,黑龙江,大兴安岭,,,,,,
3-13,province,黑龙江,,,1,,,,
3-13,city,吉林,长春,,,,,,
3-13,city,吉林,吉林,,,,,,
3-13,city,吉林,四平,,,,,,
3-13,city,吉林,辽源,,,,,,
3-13,city,吉林,通化,,,,,,
3-13,city,吉林,白山,,,,,,
3-13,city,吉林,松原,,,,,,
3-13,city,吉林,白城,,,,,,
3-13,city,吉林,延边,,,,,,
3-13,province,吉林,,,,,,,
3-13,city,湖北,武汉,4,1254,10,,,
3-13,city,湖北,孝感,,33,,,,
3-13,city,湖北,黄冈,,10,,,,
3-13,city,湖北,随州,,11,,,,
3-13,city,湖北,荆州,,10,1,,,
3-13,city,湖北,襄阳,,3,,,,
3-13,city,湖北,黄石,,2,,,,
3-13,city,湖北,宜昌,,11,,,,
3-13,city,湖北,荆门,,21,,,,
3-13,city,湖北,鄂州,,28,2,,,
3-13,city,湖北,咸宁,,2,,,,
3-13,city,湖北,十堰,,3,,,,
3-13,city,湖北,仙桃,,,,,,
3-13,city,湖北,天门,,,,,,
3-13,city,湖北,恩施州,,2,,,,
3-13,city,湖北,潜江,,,,,,
3-13,city,湖北,神农架,,,,,,
3-13,city,湖北,监狱系统,,,,,,
3-13,city,湖北,地区待确认,,,,,,
3-13,province,湖北,,4,1390,13,,,
3-13,city,辽宁,沈阳,,,,,,
3-13,city,辽宁,大连,,1,,,,
3-13,city,辽宁,鞍山,,,,,,
3-13,city,辽宁,抚顺,,,,,,
3-13,city,辽宁,本溪,,,,,,
3-13,city,辽宁,丹东,,,,,,
3-13,city,辽宁,锦州,,,,,,
3-13,city,辽宁,营口,,,,,,
3-13,city,辽宁,阜新,,,,,,
3-13,city,辽宁,辽阳,,,,,,
3-13,city,辽宁,盘锦,,,,,,
3-13,city,辽宁,铁岭,,,,,,
3-13,city,辽宁,朝阳市,,,,,,
3-13,city,辽宁,葫芦岛,,,,,,
3-13,province,辽宁,,,1,,,,
3-13,city,湖南,长沙,,2,,,,
3-13,city,湖南,株洲,,1,,,,
3-13,city,湖南,湘潭,,,,,,
3-13,city,湖南,衡阳,,,,,,
3-13,city,湖南,邵阳,,1,,,,
3-13,city,湖南,岳阳,,,,,,
3-13,city,湖南,常德,,,,,,
3-13,city,湖南,张家界,,,,,,
3-13,city,湖南,益阳,,,,,,
3-13,city,湖南,郴州,,,,,,
3-13,city,湖南,永州,,,,,,
3-13,city,湖南,怀化,,,,,,
3-13,city,湖南,娄底,,1,,,,
3-13,city,湖南,湘西自治州,,,,,,
3-13,province,湖南,,,5,,,,
3-13,city,天津,宝坻区,,,,,,
3-13,city,天津,河东区,,,,,,
3-13,city,天津,河北区,,,,,,
3-13,city,天津,和平区,,,,,,
3-13,city,天津,河西区,,,,,,
3-13,city,天津,宁河区,,,,,,
3-13,city,天津,东丽区,,,,,,
3-13,city,天津,西青区,,,,,,
3-13,city,天津,南开区,,,,,,
3-13,city,天津,滨海新区,,,,,,
3-13,city,天津,红桥区,,,,,,
3-13,city,天津,津南区,,,,,,
3-13,city,天津,北辰区,,,,,,
3-13,city,天津,武清区,,,,,,
3-13,city,天津,外地来津,,,,,,
3-13,province,天津,,,,,,,
3-13,city,台湾,台湾,1,,,,,
3-13,province,台湾,,1,,,,,
3-13,country,,,11,1430,13,,,
3-13,city,香港,香港,6,3,1,,,
3-13,province,香港,,6,3,1,,,
3-13,city,澳门,澳门,,,,,,
3-13,province,澳门,,,,,,,
3-14,city,广西,南宁,,,,,,
3-14,city,广西,柳州,,,,,,
3-14,city,广西,桂林,,,,,,
3-14,city,广西,梧州,,,,,,
3-14,city,广西,北海,,,,,,
3-14,city,广西,防城港,,,,,,
3-14,city,广西,钦州,,,,,,
3-14,city,广西,贵港,,,,,,
3-14,city,广西,玉林,,,,,,
3-14,city,广西,百色,,,,,,
3-14,city,广西,贺州,,,,,,
3-14,city,广西,河池,,,,,,
3-14,city,广西,来宾,,,,,,
3-14,province,广西,,,,,,,
3-14,city,贵州,贵阳,,,,,,
3-14,city,贵州,六盘水,,,,,,
3-14,city,贵州,铜仁,,,,,,
3-14,city,贵州,黔东南州,,,,,,
3-14,city,贵州,遵义,,,,,,
3-14,city,贵州,安顺,,,,,,
3-14,city,贵州,黔南州,,,,,,
3-14,city,贵州,毕节,,,,,,
3-14,city,贵州,黔西南州,,,,,,
3-14,province,贵州,,,,,,,
3-14,city,河南,信阳,,,,,,
3-14,city,河南,南阳,,,,,,
3-14,city,河南,郑州,,,,,,
3-14,city,河南,驻马店,,,,,,
3-14,city,河南,商丘,,,,,,
3-14,city,河南,周口,,,,,,
3-14,city,河南,平顶山,,,,,,
3-14,city,河南,新乡,,,,,,
3-14,city,河南,安阳,,,,,,
3-14,city,河南,许昌,,,,,,
3-14,city,河南,漯河,,,,,,
3-14,city,河南,洛阳,,,,,,
3-14,city,河南,焦作,,,,,,
3-14,city,河南,开封,,,,,,
3-14,city,河南,鹤壁,,,,,,
3-14,city,河南,濮阳,,,,,,
3-14,city,河南,三门峡,,,,,,
3-14,city,河南,济源示范区,,,,,,
3-14,city,河南,地区待确认,,1,,,,
3-14,city,河南,境外输入,,,,,,
3-14,province,河南,,,1,,,,
3-14,city,山东,济南,,,,,,
3-14,city,山东,青岛,,,,,,
3-14,city,山东,淄博,,,,,,
3-14,city,山东,枣庄,,,,,,
3-14,city,山东,东营,,,,,,
3-14,city,山东,烟台,,,,,,
3-14,city,山东,潍坊,,,,,,
3-14,city,山东,济宁,,,,,,
3-14,city,山东,泰安,,,,,,
3-14,city,山东,威海,,,,,,
3-14,city,山东,照,,,,,,
3-14,city,山东,临沂,,1,,,,
3-14,city,山东,德州,,,,,,
3-14,city,山东,聊城,,,,,,
3-14,city,山东,滨州,,,,,,
3-14,city,山东,菏泽,,,,,,
3-14,city,山东,任城监狱,,,,,,
3-14,city,山东,境外输入,,,,,,
3-14,province,山东,,,1,,,,
3-14,city,河北,沧州,,,,,,
3-14,city,河北,唐山,,,,,,
3-14,city,河北,张家口,,,,,,
3-14,city,河北,保定,,,,,,
3-14,city,河北,邯郸,,,,,,
3-14,city,河北,廊坊,,,,,,
3-14,city,河北,石家庄,,,,,,
3-14,city,河北,邢台,,,,,,
3-14,city,河北,秦皇岛,,,,,,
3-14,city,河北,衡水,,,,,,
3-14,city,河北,承德,,,,,,
3-14,city,河北,地区待确认,,,,,,
3-14,province,河北,,,,,,,
3-14,city,广东,深圳,,,,,,
3-14,city,广东,广州,,,,,,
3-14,city,广东,珠海,,,,,,
3-14,city,广东,佛山,,1,,,,
3-14,city,广东,东莞,,,,,,
3-14,city,广东,中山,,,,,,
3-14,city,广东,惠州,,,,,,
3-14,city,广东,汕头,,,,,,
3-14,city,广东,江门,,,,,,
3-14,city,广东,湛江,,,,,,
3-14,city,广东,肇庆,,,,,,
3-14,city,广东,梅州,,,,,,
3-14,city,广东,阳江,,,,,,
3-14,city,广东,茂名,,,,,,
3-14,city,广东,清远,,,,,,
3-14,city,广东,韶关,,,,,,
3-14,city,广东,揭阳,,,,,,
3-14,city,广东,汕尾,,,,,,
3-14,city,广东,潮州,,,,,,
3-14,city,广东,河源,,,,,,
3-14,city,广东,境外输入,,,,,,
3-14,city,广东,境外输入,,,,,,
3-14,city,广东,境外输入,,,,,,
3-14,city,广东,境外输入,1,,,,,
3-14,city,广东,地区待确认,,3,,,,
3-14,city,广东,地区待确认,,,,,,
3-14,city,广东,地区待确认,,,,,,
3-14,province,广东,,1,4,,,,
3-14,city,四川,成都,,1,,,,
3-14,city,四川,自贡,,,,,,
3-14,city,四川,攀枝花,,,,,,
3-14,city,四川,泸州,,,,,,
3-14,city,四川,德阳,,,,,,
3-14,city,四川,绵阳,,,,,,
3-14,city,四川,广元,,,,,,
3-14,city,四川,遂宁,,,,,,
3-14,city,四川,内江,,,,,,
3-14,city,四川,乐山,,,,,,
3-14,city,四川,南充,,,,,,
3-14,city,四川,宜宾,,,,,,
3-14,city,四川,广安,,,,,,
3-14,city,四川,达州,,,,,,
3-14,city,四川,巴中,,3,,,,
3-14,city,四川,雅安,,,,,,
3-14,city,四川,眉山,,1,,,,
3-14,city,四川,资阳,,,,,,
3-14,city,四川,阿坝,,,,,,
3-14,city,四川,甘孜,,,,,,
3-14,city,四川,凉山,,,,,,
3-14,province,四川,,,5,,,,
3-14,city,天津,宝坻区,,,,,,
3-14,city,天津,河东区,,,,,,
3-14,city,天津,河北区,,,,,,
3-14,city,天津,和平区,,,,,,
3-14,city,天津,河西区,,,,,,
3-14,city,天津,宁河区,,,,,,
3-14,city,天津,东丽区,,,,,,
3-14,city,天津,西青区,,,,,,
3-14,city,天津,南开区,,,,,,
3-14,city,天津,滨海新区,,,,,,
3-14,city,天津,红桥区,,,,,,
3-14,city,天津,津南区,,,,,,
3-14,city,天津,北辰区,,,,,,
3-14,city,天津,武清区,,,,,,
3-14,city,天津,外地来津,,,,,,
3-14,province,天津,,,,,,,
3-14,city,浙江,杭州,,,,,,
3-14,city,浙江,宁波,,,,,,
3-14,city,浙江,温州,,,,,,
3-14,city,浙江,湖州,,,,,,
3-14,city,浙江,嘉兴,,,,,,
3-14,city,浙江,绍兴,,,,,,
3-14,city,浙江,金华,,,,,,
3-14,city,浙江,衢州,,,,,,
3-14,city,浙江,舟山,,,,,,
3-14,city,浙江,台州,,,,,,
3-14,city,浙江,丽水,,,,,,
3-14,city,浙江,省十里丰监狱,,,,,,
3-14,city,浙江,境外输入,4,,,,,
3-14,province,浙江,,4,,,,,
3-14,city,重庆,万州区,,,,,,
3-14,city,重庆,黔江区,,,,,,
3-14,city,重庆,涪陵区,,,,,,
3-14,city,重庆,渝中区,,,,,,
3-14,city,重庆,大渡口区,,,,,,
3-14,city,重庆,江北区,,,,,,
3-14,city,重庆,沙坪坝区,,,,,,
3-14,city,重庆,九龙坡区,,,,,,
3-14,city,重庆,南岸区,,,,,,
3-14,city,重庆,北碚区,,,,,,
3-14,city,重庆,渝北区,,,,,,
3-14,city,重庆,巴南区,,,,,,
3-14,city,重庆,长寿区,,,,,,
3-14,city,重庆,江津区,,,,,,
3-14,city,重庆,合川区,,,,,,
3-14,city,重庆,永川区,,,,,,
3-14,city,重庆,南川区,,,,,,
3-14,city,重庆,綦江区,,1,,,,
3-14,city,重庆,大足区,,1,,,,
3-14,city,重庆,璧山区,,,,,,
3-14,city,重庆,铜梁区,,,,,,
3-14,city,重庆,潼南区,,,,,,
3-14,city,重庆,荣昌区,,1,,,,
3-14,city,重庆,开州区,,,,,,
3-14,city,重庆,梁平区,,,,,,
3-14,city,重庆,武隆区,,,,,,
3-14,city,重庆,城口县,,,,,,
3-14,city,重庆,丰都县,,,,,,
3-14,city,重庆,垫江县,,,,,,
3-14,city,重庆,忠县,,,,,,
3-14,city,重庆,云阳县,,,,,,
3-14,city,重庆,奉节县,,,,,,
3-14,city,重庆,巫山县,,,,,,
3-14,city,重庆,巫溪县,,,,,,
3-14,city,重庆,石柱县,,,,,,
3-14,city,重庆,秀山县,,,,,,
3-14,city,重庆,酉阳县,,,,,,
3-14,city,重庆,彭水县,,,,,,
3-14,city,重庆,两江新区,,,,,,
3-14,city,重庆,高新区,,,,,,
3-14,city,重庆,万盛经开区,,,,,,
3-14,province,重庆,,,3,,,,
3-14,city,宁夏,银川,,1,,,,
3-14,city,宁夏,吴忠,,,,,,
3-14,city,宁夏,固原,,,,,,
3-14,city,宁夏,中卫,,,,,,
3-14,city,宁夏,宁东,,,,,,
3-14,city,宁夏,石嘴山,,,,,,
3-14,city,宁夏,境外输入,,,,,,
3-14,province,宁夏,,,1,,,,
3-14,city,上海,外地来沪,,,,,,
3-14,city,上海,徐汇,,,,,,
3-14,city,上海,浦东,,,,,,
3-14,city,上海,宝山,,,,,,
3-14,city,上海,闵行,,,,,,
3-14,city,上海,静安,,,,,,
3-14,city,上海,松江,,,,,,
3-14,city,上海,长宁,,,,,,
3-14,city,上海,普陀,,,,,,
3-14,city,上海,杨浦,,,,,,
3-14,city,上海,嘉定,,,,,,
3-14,city,上海,奉贤,,,,,,
3-14,city,上海,虹口,,,,,,
3-14,city,上海,黄浦,,,,,,
3-14,city,上海,青浦,,,,,,
3-14,city,上海,金山,,,,,,
3-14,city,上海,崇明,,,,,,
3-14,city,上海,地区待确认,,,,,,
3-14,city,上海,境外输入,3,,,,,
3-14,province,上海,,3,,,,,
3-14,city,黑龙江,哈尔滨,,1,,,,
3-14,city,黑龙江,齐齐哈尔,,,,,,
3-14,city,黑龙江,鸡西,,1,,,,
3-14,city,黑龙江,鹤岗,,1,,,,
3-14,city,黑龙江,双鸭山,,1,,,,
3-14,city,黑龙江,大庆,,,,,,
3-14,city,黑龙江,伊春,,,,,,
3-14,city,黑龙江,佳木斯,,,,,,
3-14,city,黑龙江,七台河,,1,,,,
3-14,city,黑龙江,牡丹江,,1,,,,
3-14,city,黑龙江,黑河,,,,,,
3-14,city,黑龙江,绥化,,,,,,
3-14,city,黑龙江,大兴安岭,,,,,,
3-14,province,黑龙江,,,6,,,,
3-14,city,吉林,长春,,,,,,
3-14,city,吉林,吉林,,,,,,
3-14,city,吉林,四平,,,,,,
3-14,city,吉林,辽源,,,,,,
3-14,city,吉林,通化,,,,,,
3-14,city,吉林,白山,,,,,,
3-14,city,吉林,松原,,,,,,
3-14,city,吉林,白城,,,,,,
3-14,city,吉林,延边,,,,,,
3-14,province,吉林,,,,,,,
3-14,city,江苏,南京,,,,,,
3-14,city,江苏,无锡,,,,,,
3-14,city,江苏,徐州,,,,,,
3-14,city,江苏,常州,,,,,,
3-14,city,江苏,苏州,,,,,,
3-14,city,江苏,南通,,,,,,
3-14,city,江苏,连云港,,,,,,
3-14,city,江苏,淮安,,,,,,
3-14,city,江苏,盐城,,,,,,
3-14,city,江苏,扬州,,,,,,
3-14,city,江苏,镇江,,,,,,
3-14,city,江苏,泰州,,,,,,
3-14,city,江苏,宿迁,,,,,,
3-14,city,江苏,地区待确认,,1,,,,
3-14,province,江苏,,,1,,,,
3-14,city,辽宁,沈阳,,,,,,
3-14,city,辽宁,大连,,,,,,
3-14,city,辽宁,鞍山,,,,,,
3-14,city,辽宁,抚顺,,,,,,
3-14,city,辽宁,本溪,,,,,,
3-14,city,辽宁,丹东,,,,,,
3-14,city,辽宁,锦州,,,,,,
3-14,city,辽宁,营口,,,,,,
3-14,city,辽宁,阜新,,,,,,
3-14,city,辽宁,辽阳,,,,,,
3-14,city,辽宁,盘锦,,,,,,
3-14,city,辽宁,铁岭,,,,,,
3-14,city,辽宁,朝阳市,,,,,,
3-14,city,辽宁,葫芦岛,,,,,,
3-14,province,辽宁,,,,,,,
3-14,city,湖北,武汉,4,1181,10,,,
3-14,city,湖北,孝感,,16,,,,
3-14,city,湖北,黄冈,,8,,,,
3-14,city,湖北,随州,,21,,,,
3-14,city,湖北,荆州,,9,,,,
3-14,city,湖北,襄阳,,10,,,,
3-14,city,湖北,黄石,,8,,,,
3-14,city,湖北,宜昌,,6,,,,
3-14,city,湖北,荆门,,4,,,,
3-14,city,湖北,鄂州,,60,,,,
3-14,city,湖北,咸宁,,1,,,,
3-14,city,湖北,十堰,,1,,,,
3-14,city,湖北,仙桃,,6,,,,
3-14,city,湖北,天门,,1,,,,
3-14,city,湖北,恩施州,,3,,,,
3-14,city,湖北,潜江,,,,,,
3-14,city,湖北,神农架,,,,,,
3-14,city,湖北,监狱系统,,,,,,
3-14,city,湖北,地区待确认,,,,,,
3-14,province,湖北,,4,1335,10,,,
3-14,city,北京,东城,,,,,,
3-14,city,北京,西城,,,,,,
3-14,city,北京,朝阳,,,,,,
3-14,city,北京,丰台,,,,,,
3-14,city,北京,石景山,,,,,,
3-14,city,北京,海淀,,,,,,
3-14,city,北京,门头沟,,,,,,
3-14,city,北京,房山,,,,,,
3-14,city,北京,通州,,,,,,
3-14,city,北京,顺义,,,,,,
3-14,city,北京,昌平,,,,,,
3-14,city,北京,大兴,,,,,,
3-14,city,北京,怀柔,,,,,,
3-14,city,北京,平谷,,,,,,
3-14,city,北京,密云,,,,,,
3-14,city,北京,延庆,,,,,,
3-14,city,北京,外地来京,,,,,,
3-14,city,北京,境外输入,,,,,,
3-14,city,北京,境外输入,3,,,,,
3-14,city,北京,境外输入,1,,,,,
3-14,city,北京,境外输入,1,,,,,
3-14,city,北京,地区待确认,,4,,,,
3-14,province,北京,,5,4,,,,
3-14,city,山西,太原,,,,,,
3-14,city,山西,大同,,,,,,
3-14,city,山西,阳泉,,,,,,
3-14,city,山西,长治,,,,,,
3-14,city,山西,晋城,,,,,,
3-14,city,山西,朔州,,,,,,
3-14,city,山西,晋中,,,,,,
3-14,city,山西,运城,,,,,,
3-14,city,山西,忻州,,,,,,
3-14,city,山西,临汾,,,,,,
3-14,city,山西,吕梁,,,,,,
3-14,city,山西,地区待确认,,,,,,
3-14,province,山西,,,,,,,
3-14,city,云南,昆明,,,,,,
3-14,city,云南,西双版纳州,,,,,,
3-14,city,云南,玉溪,,,,,,
3-14,city,云南,昭通,,,,,,
3-14,city,云南,曲靖,,1,,,,
3-14,city,云南,大理,,,,,,
3-14,city,云南,保山,,,,,,
3-14,city,云南,丽江,,,,,,
3-14,city,云南,红河,,,,,,
3-14,city,云南,德宏州,,1,,,,
3-14,city,云南,楚雄州,,,,,,
3-14,city,云南,普洱,,,,,,
3-14,city,云南,文山州,,,,,,
3-14,city,云南,临沧,,,,,,
3-14,city,云南,地区待确认,,,,,,
3-14,province,云南,,,2,,,,
3-14,city,湖南,长沙,,2,,,,
3-14,city,湖南,株洲,,1,,,,
3-14,city,湖南,湘潭,,,,,,
3-14,city,湖南,衡阳,,,,,,
3-14,city,湖南,邵阳,,,,,,
3-14,city,湖南,岳阳,,2,,,,
3-14,city,湖南,常德,,,,,,
3-14,city,湖南,张家界,,,,,,
3-14,city,湖南,益阳,,,,,,
3-14,city,湖南,郴州,,,,,,
3-14,city,湖南,永州,,,,,,
3-14,city,湖南,怀化,,,,,,
3-14,city,湖南,娄底,,,,,,
3-14,city,湖南,湘西自治州,,,,,,
3-14,province,湖南,,,5,,,,
3-14,city,内蒙古,通辽,,,,,,
3-14,city,内蒙古,鄂尔多斯,,,,,,
3-14,city,内蒙古,包头,,,,,,
3-14,city,内蒙古,赤峰,,,,,,
3-14,city,内蒙古,巴彦淖尔,,,,,,
3-14,city,内蒙古,锡林郭勒,,,,,,
3-14,city,内蒙古,呼和浩特,,,,,,
3-14,city,内蒙古,呼伦贝尔,,,,,,
3-14,city,内蒙古,乌兰察布,,,,,,
3-14,city,内蒙古,兴安盟,,,,,,
3-14,city,内蒙古,乌海,,,,,,
3-14,province,内蒙古,,,,,,,
3-14,city,陕西,西安,,,,,,
3-14,city,陕西,宝鸡,,,,,,
3-14,city,陕西,咸阳,,,,,,
3-14,city,陕西,铜川,,,,,,
3-14,city,陕西,渭南,,,,,,
3-14,city,陕西,延安,,,,,,
3-14,city,陕西,榆林,,,,,,
3-14,city,陕西,汉中,,,,,,
3-14,city,陕西,安康,,,,,,
3-14,city,陕西,商洛,,,,,,
3-14,city,陕西,地区待确认,,,,,,
3-14,province,陕西,,,,,,,
3-14,city,西藏,拉萨,,,,,,
3-14,province,西藏,,,,,,,
3-14,city,甘肃,兰州,,,,,,
3-14,city,甘肃,嘉峪关,,,,,,
3-14,city,甘肃,金昌,,,,,,
3-14,city,甘肃,白银,,,,,,
3-14,city,甘肃,天水,,,,,,
3-14,city,甘肃,武威,,,,,,
3-14,city,甘肃,张掖,,,,,,
3-14,city,甘肃,平凉,,,,,,
3-14,city,甘肃,酒泉,,,,,,
3-14,city,甘肃,庆阳,,,,,,
3-14,city,甘肃,定西,,1,,,,
3-14,city,甘肃,陇南,,,,,,
3-14,city,甘肃,临夏,,,,,,
3-14,city,甘肃,甘南州,,,,,,
3-14,city,甘肃,地区待确认,,,,,,
3-14,city,甘肃,境外输入,3,1,,,,
3-14,province,甘肃,,3,2,,,,
3-14,city,澳门,澳门,,,,,,
3-14,province,澳门,,,,,,,
3-14,country,,,20,1370,10,,,
3-14,city,台湾,台湾,3,,,,,
3-14,province,台湾,,3,,,,,
3-14,city,香港,香港,4,3,,,,
3-14,province,香港,,4,3,,,,
3-15,city,山东,济南,,,,,,
3-15,city,山东,青岛,,,,,,
3-15,city,山东,淄博,,,,,,
3-15,city,山东,枣庄,,,,,,
3-15,city,山东,东营,,,,,,
3-15,city,山东,烟台,,,,,,
3-15,city,山东,潍坊,,,,,,
3-15,city,山东,济宁,,2,,,,
3-15,city,山东,泰安,,,,,,
3-15,city,山东,威海,,,,,,
3-15,city,山东,照,,,,,,
3-15,city,山东,临沂,,,,,,
3-15,city,山东,德州,,,,,,
3-15,city,山东,聊城,,,,,,
3-15,city,山东,滨州,,,,,,
3-15,city,山东,菏泽,,,,,,
3-15,city,山东,任城监狱,,,,,,
3-15,city,山东,境外输入,,,,,,
3-15,province,山东,,,2,,,,
3-15,city,内蒙古,通辽,,,,,,
3-15,city,内蒙古,鄂尔多斯,,,,,,
3-15,city,内蒙古,包头,,,,,,
3-15,city,内蒙古,赤峰,,,,,,
3-15,city,内蒙古,巴彦淖尔,,,,,,
3-15,city,内蒙古,锡林郭勒,,,,,,
3-15,city,内蒙古,呼和浩特,,,,,,
3-15,city,内蒙古,呼伦贝尔,,,,,,
3-15,city,内蒙古,乌兰察布,,,,,,
3-15,city,内蒙古,兴安盟,,,,,,
3-15,city,内蒙古,乌海,,,,,,
3-15,province,内蒙古,,,,,,,
3-15,city,陕西,西安,,,,,,
3-15,city,陕西,宝鸡,,,,,,
3-15,city,陕西,咸阳,,,,,,
3-15,city,陕西,铜川,,,,,,
3-15,city,陕西,渭南,,,,,,
3-15,city,陕西,延安,,,,,,
3-15,city,陕西,榆林,,,,,,
3-15,city,陕西,汉中,,,,,,
3-15,city,陕西,安康,,,,,,
3-15,city,陕西,商洛,,,,,,
3-15,city,陕西,地区待确认,,,,,,
